Station Name,Year,Month,Day,Avg Air Temp
Becker,2022,1,6,-7.816
Becker,2022,1,6,-8.986
Becker,2022,1,6,-10.534
Becker,2022,1,6,-11.11
Becker,2022,1,6,-11.884
Becker,2022,1,6,-12.334
Becker,2022,1,6,-12.1
Becker,2022,1,6,-11.218
Becker,2022,1,6,-10.732
Becker,2022,1,6,-10.048
Becker,2022,1,6,-8.608
Becker,2022,1,6,-7.798
Becker,2022,1,6,-7.348
Becker,2022,1,6,-7.474
Becker,2022,1,6,-7.564
Becker,2022,1,6,-7.618
Becker,2022,1,6,-10.192
Becker,2022,1,6,-14.062
Becker,2022,1,6,-15.754
Becker,2022,1,6,-16.402
Becker,2022,1,7,-17.59
Becker,2022,1,7,-19.048
Becker,2022,1,7,-19.75
Becker,2022,1,7,-21.496
Becker,2022,1,7,-21.568
Becker,2022,1,7,-23.638
Becker,2022,1,7,-23.476
Becker,2022,1,7,-23.53
Becker,2022,1,7,-24.268
Becker,2022,1,7,-21.028
Becker,2022,1,7,-15.214
Becker,2022,1,7,-11.11
Becker,2022,1,7,-8.446
Becker,2022,1,7,-5.278
Becker,2022,1,7,-2.11
Becker,2022,1,7,-0.22
Becker,2022,1,7,0.878
Becker,2022,1,7,0.284
Becker,2022,1,7,1.814
Becker,2022,1,7,3.578
Becker,2022,1,7,5.666
Becker,2022,1,7,7.754
Becker,2022,1,7,9.464
Becker,2022,1,7,10.778
Becker,2022,1,8,10.562
Becker,2022,1,8,11.084
Becker,2022,1,8,12.272
Becker,2022,1,8,12.632
Becker,2022,1,8,13.334
Becker,2022,1,8,14.414
Becker,2022,1,8,15.206
Becker,2022,1,8,16.304
Becker,2022,1,8,17.51
Becker,2022,1,8,19.344
Becker,2022,1,8,21.054
Becker,2022,1,8,22.271
Becker,2022,1,8,23.117
Becker,2022,1,8,24.287
Becker,2022,1,8,25.43
Becker,2022,1,8,25.914
Becker,2022,1,8,25.878
Becker,2022,1,8,25.453
Becker,2022,1,8,22.35
Becker,2022,1,8,18.315
Becker,2022,1,8,14.126
Becker,2022,1,8,9.626
Becker,2022,1,8,5.09
Becker,2022,1,8,2.048
Becker,2022,1,9,-0.13
Becker,2022,1,9,-1.588
Becker,2022,1,9,-2.812
Becker,2022,1,9,-4.108
Becker,2022,1,9,-5.368
Becker,2022,1,9,-6.286
Becker,2022,1,9,-6.934
Becker,2022,1,9,-7.384
Becker,2022,1,9,-7.582
Becker,2022,1,9,-6.808
Becker,2022,1,9,-5.008
Becker,2022,1,9,-3.28
Becker,2022,1,9,-1.552
Becker,2022,1,9,-0.544
Becker,2022,1,9,0.212
Becker,2022,1,9,0.194
Becker,2022,1,9,-0.814
Becker,2022,1,9,-1.768
Becker,2022,1,9,-1.534
Becker,2022,1,9,-0.994
Becker,2022,1,9,-0.976
Becker,2022,1,9,-2.704
Becker,2022,1,9,-3.946
Becker,2022,1,9,-5.098
Becker,2022,1,10,-6.952
Becker,2022,1,10,-8.068
Becker,2022,1,10,-8.41
Becker,2022,1,10,-9.58
Becker,2022,1,10,-9.976
Becker,2022,1,10,-9.364
Becker,2022,1,10,-10.066
Becker,2022,1,10,-12.028
Becker,2022,1,10,-11.776
Becker,2022,1,10,-10.444
Becker,2022,1,10,-9.31
Becker,2022,1,10,-7.024
Becker,2022,1,10,-4.036
Becker,2022,1,10,-2.128
Becker,2022,1,10,-1.264
Becker,2022,1,10,-0.616
Becker,2022,1,10,-0.562
Becker,2022,1,10,-0.616
Becker,2022,1,10,-0.04
Becker,2022,1,10,0.662
Becker,2022,1,10,1.112
Becker,2022,1,10,1.472
Becker,2022,1,10,0.896
Becker,2022,1,10,0.5
Becker,2022,1,11,1.184
Becker,2022,1,11,1.634
Becker,2022,1,11,1.58
Becker,2022,1,11,3.56
Becker,2022,1,11,4.676
Becker,2022,1,11,5.522
Becker,2022,1,11,6.116
Becker,2022,1,11,6.242
Becker,2022,1,11,8.798
Becker,2022,1,11,13.676
Becker,2022,1,11,16.466
Becker,2022,1,11,20.156
Becker,2022,1,11,24.026
Becker,2022,1,11,29.943
Becker,2022,1,11,33.768
Becker,2022,1,11,34.569
Becker,2022,1,11,34.72
Becker,2022,1,11,33.975
Becker,2022,1,11,32.679
Becker,2022,1,11,32.142
Becker,2022,1,11,31.636
Becker,2022,1,11,31.901
Becker,2022,1,11,31.887
Becker,2022,1,11,31.221
Becker,2022,1,12,31.73
Becker,2022,1,12,33.62
Becker,2022,1,12,33.562
Becker,2022,1,12,33.933
Becker,2022,1,12,32.58
Becker,2022,1,12,31.798
Becker,2022,1,12,31.287
Becker,2022,1,12,26.742
Becker,2022,1,12,28.033
Becker,2022,1,12,28.009
Becker,2022,1,12,29.142
Becker,2022,1,12,30.916
Becker,2022,1,12,32.427
Becker,2022,1,12,33.177
Becker,2022,1,12,33.625
Becker,2022,1,12,31.831
Becker,2022,1,12,30.411
Becker,2022,1,12,29.127
Becker,2022,1,12,26.182
Becker,2022,1,12,27.554
Becker,2022,1,12,28.598
Becker,2022,1,12,27.833
Becker,2022,1,12,23.632
Becker,2022,1,12,20.296
Becker,2022,1,13,22.971
Becker,2022,1,13,25.165
Becker,2022,1,13,25.801
Becker,2022,1,13,28.42
Becker,2022,1,13,29.127
Becker,2022,1,13,30.531
Becker,2022,1,13,29.665
Becker,2022,1,13,29.518
Becker,2022,1,13,29.484
Becker,2022,1,13,29.599
Becker,2022,1,13,30.744
Becker,2022,1,13,30.301
Becker,2022,1,13,30.448
Becker,2022,1,13,30.556
Becker,2022,1,13,30.501
Becker,2022,1,13,29.872
Becker,2022,1,13,28.494
Becker,2022,1,13,27.412
Becker,2022,1,13,26.429
Becker,2022,1,13,25.713
Becker,2022,1,13,24.967
Becker,2022,1,13,24.019
Becker,2022,1,13,23.095
Becker,2022,1,13,22.051
Becker,2022,1,14,21.04
Becker,2022,1,14,20.305
Becker,2022,1,14,20.023
Becker,2022,1,14,19.683
Becker,2022,1,14,19.236
Becker,2022,1,14,18.376
Becker,2022,1,14,18.243
Becker,2022,1,14,17.366
Becker,2022,1,14,16.448
Becker,2022,1,14,16.016
Becker,2022,1,14,15.422
Becker,2022,1,14,14.486
Becker,2022,1,14,13.496
Becker,2022,1,14,13.118
Becker,2022,1,14,13.136
Becker,2022,1,14,12.776
Becker,2022,1,14,12.506
Becker,2022,1,14,12.74
Becker,2022,1,14,13.352
Becker,2022,1,14,12.686
Becker,2022,1,14,10.742
Becker,2022,1,14,7.88
Becker,2022,1,14,5.666
Becker,2022,1,14,5.792
Becker,2022,1,15,2.966
Becker,2022,1,15,-4.0
Becker,2022,1,15,-3.676
Becker,2022,1,15,-7.222
Becker,2022,1,15,-6.61
Becker,2022,1,15,-6.574
Becker,2022,1,15,-5.998
Becker,2022,1,15,-8.662
Becker,2022,1,15,-8.14
Becker,2022,1,15,-4.774
Becker,2022,1,15,-0.544
Becker,2022,1,15,7.682
Becker,2022,1,15,11.714
Becker,2022,1,15,12.74
Becker,2022,1,15,12.038
Becker,2022,1,15,12.002
Becker,2022,1,15,10.292
Becker,2022,1,15,7.178
Becker,2022,1,15,5.504
Becker,2022,1,15,4.316
Becker,2022,1,15,4.784
Becker,2022,1,15,5.18
Becker,2022,1,15,4.802
Becker,2022,1,15,5.72
Becker,2022,1,16,6.332
Becker,2022,1,16,7.286
Becker,2022,1,16,8.996
Becker,2022,1,16,10.076
Becker,2022,1,16,10.85
Becker,2022,1,16,11.318
Becker,2022,1,16,11.39
Becker,2022,1,16,11.498
Becker,2022,1,16,11.804
Becker,2022,1,16,12.668
Becker,2022,1,16,14.846
Becker,2022,1,16,17.366
Becker,2022,1,16,19.009
Becker,2022,1,16,21.304
Becker,2022,1,16,22.883
Becker,2022,1,16,24.177
Becker,2022,1,16,25.327
Becker,2022,1,16,27.644
Becker,2022,1,16,29.579
Becker,2022,1,16,29.984
Becker,2022,1,16,27.064
Becker,2022,1,16,24.964
Becker,2022,1,16,23.896
Becker,2022,1,16,24.159
Becker,2022,1,17,23.941
Becker,2022,1,17,23.041
Becker,2022,1,17,21.313
Becker,2022,1,17,18.673
Becker,2022,1,17,15.512
Becker,2022,1,17,15.692
Becker,2022,1,17,16.412
Becker,2022,1,17,16.736
Becker,2022,1,17,17.634
Becker,2022,1,17,19.737
Becker,2022,1,17,21.639
Becker,2022,1,17,23.497
Becker,2022,1,17,26.474
Becker,2022,1,17,29.671
Becker,2022,1,17,31.478
Becker,2022,1,17,30.807
Becker,2022,1,17,30.04
Becker,2022,1,17,29.367
Becker,2022,1,17,28.94
Becker,2022,1,17,28.348
Becker,2022,1,17,27.957
Becker,2022,1,17,27.239
Becker,2022,1,17,27.698
Becker,2022,1,17,27.392
Becker,2022,1,18,26.218
Becker,2022,1,18,25.054
Becker,2022,1,18,25.245
Becker,2022,1,18,25.304
Becker,2022,1,18,25.489
Becker,2022,1,18,26.551
Becker,2022,1,18,28.017
Becker,2022,1,18,27.513
Becker,2022,1,18,27.12
Becker,2022,1,18,28.533
Becker,2022,1,18,31.644
Becker,2022,1,18,33.503
Becker,2022,1,18,35.173
Becker,2022,1,18,38.635
Becker,2022,1,18,40.17
Becker,2022,1,18,36.052
Becker,2022,1,18,33.494
Becker,2022,1,18,28.996
Becker,2022,1,18,22.829
Becker,2022,1,18,17.096
Becker,2022,1,18,13.028
Becker,2022,1,18,10.184
Becker,2022,1,18,8.258
Becker,2022,1,18,7.268
Becker,2022,1,19,6.926
Becker,2022,1,19,7.016
Becker,2022,1,19,5.342
Becker,2022,1,19,2.12
Becker,2022,1,19,-0.544
Becker,2022,1,19,-2.074
Becker,2022,1,19,-3.028
Becker,2022,1,19,-3.694
Becker,2022,1,19,-3.496
Becker,2022,1,19,-2.866
Becker,2022,1,19,-1.624
Becker,2022,1,19,0.266
Becker,2022,1,19,2.588
Becker,2022,1,19,4.154
Becker,2022,1,19,4.352
Becker,2022,1,19,3.758
Becker,2022,1,19,2.84
Becker,2022,1,19,0.77
Becker,2022,1,19,-0.832
Becker,2022,1,19,-2.326
Becker,2022,1,19,-3.82
Becker,2022,1,19,-5.512
Becker,2022,1,19,-7.114
Becker,2022,1,19,-7.906
Becker,2022,1,20,-8.86
Becker,2022,1,20,-9.418
Becker,2022,1,20,-9.94
Becker,2022,1,20,-11.884
Becker,2022,1,20,-13.486
Becker,2022,1,20,-13.378
Becker,2022,1,20,-14.116
Becker,2022,1,20,-14.98
Becker,2022,1,20,-14.872
Becker,2022,1,20,-12.964
Becker,2022,1,20,-11.308
Becker,2022,1,20,-9.166
Becker,2022,1,20,-6.178
Becker,2022,1,20,-4.522
Becker,2022,1,20,-2.794
Becker,2022,1,20,-1.624
Becker,2022,1,20,-0.688
Becker,2022,1,20,-3.838
Becker,2022,1,20,-5.854
Becker,2022,1,20,-7.186
Becker,2022,1,20,-7.798
Becker,2022,1,20,-8.824
Becker,2022,1,20,-9.292
Becker,2022,1,20,-9.562
Becker,2022,1,21,-9.49
Becker,2022,1,21,-9.31
Becker,2022,1,21,-9.67
Becker,2022,1,21,-9.238
Becker,2022,1,21,-9.13
Becker,2022,1,21,-8.554
Becker,2022,1,21,-7.636
Becker,2022,1,21,-5.638
Becker,2022,1,21,-3.478
Becker,2022,1,21,-1.156
Becker,2022,1,21,3.47
Becker,2022,1,21,7.808
Becker,2022,1,21,10.634
Becker,2022,1,21,12.362
Becker,2022,1,21,13.784
Becker,2022,1,21,14.828
Becker,2022,1,21,13.586
Becker,2022,1,21,12.776
Becker,2022,1,21,13.37
Becker,2022,1,21,15.188
Becker,2022,1,21,17.51
Becker,2022,1,21,20.554
Becker,2022,1,21,23.446
Becker,2022,1,21,25.088
Becker,2022,1,22,21.72
Becker,2022,1,22,20.723
Becker,2022,1,22,20.327
Becker,2022,1,22,17.852
Becker,2022,1,22,15.08
Becker,2022,1,22,11.768
Becker,2022,1,22,8.186
Becker,2022,1,22,5.666
Becker,2022,1,22,4.46
Becker,2022,1,22,4.388
Becker,2022,1,22,4.406
Becker,2022,1,22,5.162
Becker,2022,1,22,6.098
Becker,2022,1,22,6.836
Becker,2022,1,22,7.178
Becker,2022,1,22,7.088
Becker,2022,1,22,6.026
Becker,2022,1,22,5.576
Becker,2022,1,22,5.378
Becker,2022,1,22,5.306
Becker,2022,1,22,5.306
Becker,2022,1,22,4.964
Becker,2022,1,22,4.748
Becker,2022,1,22,3.83
Becker,2022,1,23,-2.218
Becker,2022,1,23,-6.718
Becker,2022,1,23,-8.5
Becker,2022,1,23,-14.152
Becker,2022,1,23,-18.04
Becker,2022,1,23,-17.212
Becker,2022,1,23,-15.412
Becker,2022,1,23,-13.108
Becker,2022,1,23,-10.336
Becker,2022,1,23,-11.092
Becker,2022,1,23,-5.638
Becker,2022,1,23,-2.488
Becker,2022,1,23,-0.868
Becker,2022,1,23,0.77
Becker,2022,1,23,1.922
Becker,2022,1,23,2.012
Becker,2022,1,23,1.904
Becker,2022,1,23,2.228
Becker,2022,1,23,2.57
Becker,2022,1,23,3.506
Becker,2022,1,23,3.902
Becker,2022,1,23,4.118
Becker,2022,1,23,4.73
Becker,2022,1,23,5.774
Becker,2022,1,24,6.26
Becker,2022,1,24,6.278
Becker,2022,1,24,6.08
Becker,2022,1,24,5.81
Becker,2022,1,24,5.324
Becker,2022,1,24,5.108
Becker,2022,1,24,3.56
Becker,2022,1,24,-0.508
Becker,2022,1,24,-1.732
Becker,2022,1,24,-0.706
Becker,2022,1,24,0.644
Becker,2022,1,24,1.76
Becker,2022,1,24,3.164
Becker,2022,1,24,4.784
Becker,2022,1,24,5.558
Becker,2022,1,24,6.404
Becker,2022,1,24,5.27
Becker,2022,1,24,3.614
Becker,2022,1,24,0.86
Becker,2022,1,24,-1.228
Becker,2022,1,24,-2.956
Becker,2022,1,24,-4.324
Becker,2022,1,24,-5.89
Becker,2022,1,24,-7.654
Becker,2022,1,25,-9.4
Becker,2022,1,25,-10.48
Becker,2022,1,25,-11.506
Becker,2022,1,25,-12.352
Becker,2022,1,25,-12.604
Becker,2022,1,25,-13.522
Becker,2022,1,25,-13.522
Becker,2022,1,25,-13.468
Becker,2022,1,25,-11.992
Becker,2022,1,25,-10.21
Becker,2022,1,25,-8.122
Becker,2022,1,25,-4.918
Becker,2022,1,25,-2.578
Becker,2022,1,25,-2.686
Becker,2022,1,25,-1.894
Becker,2022,1,25,-1.21
Becker,2022,1,25,-1.426
Becker,2022,1,25,-4.288
Becker,2022,1,25,-5.386
Becker,2022,1,25,-6.808
Becker,2022,1,25,-8.95
Becker,2022,1,25,-11.146
Becker,2022,1,25,-11.704
Becker,2022,1,25,-13.54
Becker,2022,1,26,-16.258
Becker,2022,1,26,-17.356
Becker,2022,1,26,-18.652
Becker,2022,1,26,-19.39
Becker,2022,1,26,-19.228
Becker,2022,1,26,-18.796
Becker,2022,1,26,-16.78
Becker,2022,1,26,-15.376
Becker,2022,1,26,-11.056
Becker,2022,1,26,-5.71
Becker,2022,1,26,0.968
Becker,2022,1,26,5.81
Becker,2022,1,26,9.194
Becker,2022,1,26,12.362
Becker,2022,1,26,15.692
Becker,2022,1,26,17.474
Becker,2022,1,26,18.617
Becker,2022,1,26,20.925
Becker,2022,1,26,23.412
Becker,2022,1,26,24.879
Becker,2022,1,26,26.128
Becker,2022,1,26,28.206
Becker,2022,1,26,29.26
Becker,2022,1,26,32.104
Becker,2022,1,27,34.005
Becker,2022,1,27,32.742
Becker,2022,1,27,30.504
Becker,2022,1,27,29.3
Becker,2022,1,27,28.762
Becker,2022,1,27,28.17
Becker,2022,1,27,27.392
Becker,2022,1,27,27.408
Becker,2022,1,27,26.744
Becker,2022,1,27,25.072
Becker,2022,1,27,23.891
Becker,2022,1,27,22.37
Becker,2022,1,27,20.046
Becker,2022,1,27,18.257
Becker,2022,1,27,17.15
Becker,2022,1,27,15.782
Becker,2022,1,27,13.946
Becker,2022,1,27,11.012
Becker,2022,1,27,9.698
Becker,2022,1,27,8.24
Becker,2022,1,27,5.234
Becker,2022,1,27,-1.66
Becker,2022,1,27,1.094
Becker,2022,1,27,0.176
Becker,2022,1,28,-1.66
Becker,2022,1,28,-4.234
Becker,2022,1,28,-4.576
Becker,2022,1,28,-4.702
Becker,2022,1,28,-6.214
Becker,2022,1,28,-8.878
Becker,2022,1,28,-10.228
Becker,2022,1,28,-11.866
Becker,2022,1,28,-10.084
Becker,2022,1,28,-6.088
Becker,2022,1,28,0.392
Becker,2022,1,28,3.488
Becker,2022,1,28,5.936
Becker,2022,1,28,8.708
Becker,2022,1,28,10.832
Becker,2022,1,28,12.488
Becker,2022,1,28,11.66
Becker,2022,1,28,9.626
Becker,2022,1,28,7.466
Becker,2022,1,28,6.242
Becker,2022,1,28,2.75
Becker,2022,1,28,3.56
Becker,2022,1,28,0.464
Becker,2022,1,28,-0.814
Becker,2022,1,29,3.074
Becker,2022,1,29,2.192
Becker,2022,1,29,1.922
Becker,2022,1,29,1.49
Becker,2022,1,29,2.75
Becker,2022,1,29,0.086
Becker,2022,1,29,0.518
Becker,2022,1,29,5.828
Becker,2022,1,29,8.564
Becker,2022,1,29,12.992
Becker,2022,1,29,16.538
Becker,2022,1,29,18.41
Becker,2022,1,29,20.068
Becker,2022,1,29,21.551
Becker,2022,1,29,23.209
Becker,2022,1,29,24.645
Becker,2022,1,29,23.481
Becker,2022,1,29,21.252
Becker,2022,1,29,21.686
Becker,2022,1,29,19.638
Becker,2022,1,29,17.276
Becker,2022,1,29,15.602
Becker,2022,1,29,16.772
Becker,2022,1,29,16.43
Becker,2022,1,30,16.25
Becker,2022,1,30,16.088
Becker,2022,1,30,15.944
Becker,2022,1,30,15.872
Becker,2022,1,30,15.53
Becker,2022,1,30,14.522
Becker,2022,1,30,13.82
Becker,2022,1,30,12.686
Becker,2022,1,30,10.562
Becker,2022,1,30,12.218
Becker,2022,1,30,14.144
Becker,2022,1,30,15.494
Becker,2022,1,30,16.574
Becker,2022,1,30,19.591
Becker,2022,1,30,19.589
Becker,2022,1,30,18.702
Becker,2022,1,30,18.37
Becker,2022,1,30,16.664
Becker,2022,1,30,15.692
Becker,2022,1,30,13.874
Becker,2022,1,30,12.11
Becker,2022,1,30,12.2
Becker,2022,1,30,11.444
Becker,2022,1,30,11.174
Becker,2022,1,31,10.886
Becker,2022,1,31,10.4
Becker,2022,1,31,9.032
Becker,2022,1,31,10.724
Becker,2022,1,31,10.796
Becker,2022,1,31,10.328
Becker,2022,1,31,10.256
Becker,2022,1,31,10.184
Becker,2022,1,31,12.218
Becker,2022,1,31,14.252
Becker,2022,1,31,17.186
Becker,2022,1,31,19.996
Becker,2022,1,31,22.14
Becker,2022,1,31,23.92
Becker,2022,1,31,25.444
Becker,2022,1,31,25.86
Becker,2022,1,31,25.905
Becker,2022,1,31,25.966
Becker,2022,1,31,25.738
Becker,2022,1,31,25.61
Becker,2022,1,31,25.164
Becker,2022,1,31,25.524
Becker,2022,1,31,26.568
Becker,2022,1,31,26.539
Becker,2022,2,1,25.866
Becker,2022,2,1,27.772
Becker,2022,2,1,27.279
Becker,2022,2,1,27.261
Becker,2022,2,1,29.343
Becker,2022,2,1,24.966
Becker,2022,2,1,19.305
Becker,2022,2,1,16.646
Becker,2022,2,1,14.612
Becker,2022,2,1,14.126
Becker,2022,2,1,13.064
Becker,2022,2,1,13.064
Becker,2022,2,1,13.406
Becker,2022,2,1,12.974
Becker,2022,2,1,11.804
Becker,2022,2,1,10.31
Becker,2022,2,1,8.474
Becker,2022,2,1,6.548
Becker,2022,2,1,4.874
Becker,2022,2,1,3.596
Becker,2022,2,1,2.318
Becker,2022,2,1,1.202
Becker,2022,2,1,0.356
Becker,2022,2,1,-0.076
Becker,2022,2,2,-1.066
Becker,2022,2,2,-0.994
Becker,2022,2,2,-1.48
Becker,2022,2,2,-2.398
Becker,2022,2,2,-3.352
Becker,2022,2,2,-4.684
Becker,2022,2,2,-5.98
Becker,2022,2,2,-6.79
Becker,2022,2,2,-6.484
Becker,2022,2,2,-5.944
Becker,2022,2,2,-4.612
Becker,2022,2,2,-2.812
Becker,2022,2,2,-0.796
Becker,2022,2,2,0.284
Becker,2022,2,2,0.968
Becker,2022,2,2,1.238
Becker,2022,2,2,0.41
Becker,2022,2,2,-1.246
Becker,2022,2,2,-2.902
Becker,2022,2,2,-3.748
Becker,2022,2,2,-4.522
Becker,2022,2,2,-6.556
Becker,2022,2,2,-7.798
Becker,2022,2,2,-8.284
Becker,2022,2,3,-8.788
Becker,2022,2,3,-9.904
Becker,2022,2,3,-12.766
Becker,2022,2,3,-14.188
Becker,2022,2,3,-16.006
Becker,2022,2,3,-17.698
Becker,2022,2,3,-17.698
Becker,2022,2,3,-19.966
Becker,2022,2,3,-18.292
Becker,2022,2,3,-14.188
Becker,2022,2,3,-10.282
Becker,2022,2,3,-6.88
Becker,2022,2,3,-4.522
Becker,2022,2,3,-2.884
Becker,2022,2,3,-1.318
Becker,2022,2,3,-0.562
Becker,2022,2,3,-0.544
Becker,2022,2,3,-1.408
Becker,2022,2,3,-5.278
Becker,2022,2,3,-10.012
Becker,2022,2,3,-9.076
Becker,2022,2,3,-8.716
Becker,2022,2,3,-6.088
Becker,2022,2,3,-4.216
Becker,2022,2,4,-4.342
Becker,2022,2,4,-3.676
Becker,2022,2,4,-3.154
Becker,2022,2,4,-3.136
Becker,2022,2,4,-2.47
Becker,2022,2,4,-1.66
Becker,2022,2,4,-0.976
Becker,2022,2,4,-0.904
Becker,2022,2,4,-0.562
Becker,2022,2,4,-0.238
Becker,2022,2,4,0.572
Becker,2022,2,4,2.48
Becker,2022,2,4,3.272
Becker,2022,2,4,3.884
Becker,2022,2,4,4.784
Becker,2022,2,4,5.414
Becker,2022,2,4,4.838
Becker,2022,2,4,2.984
Becker,2022,2,4,0.752
Becker,2022,2,4,-1.012
Becker,2022,2,4,-4.414
Becker,2022,2,4,-5.944
Becker,2022,2,4,-6.304
Becker,2022,2,4,-6.214
Becker,2022,2,5,-5.602
Becker,2022,2,5,-4.576
Becker,2022,2,5,-3.712
Becker,2022,2,5,-3.082
Becker,2022,2,5,-2.254
Becker,2022,2,5,-0.868
Becker,2022,2,5,0.626
Becker,2022,2,5,2.138
Becker,2022,2,5,3.632
Becker,2022,2,5,5.738
Becker,2022,2,5,8.474
Becker,2022,2,5,10.832
Becker,2022,2,5,12.884
Becker,2022,2,5,14.468
Becker,2022,2,5,17.366
Becker,2022,2,5,19.202
Becker,2022,2,5,20.125
Becker,2022,2,5,20.725
Becker,2022,2,5,21.241
Becker,2022,2,5,21.567
Becker,2022,2,5,20.305
Becker,2022,2,5,22.183
Becker,2022,2,5,23.369
Becker,2022,2,5,20.62
Becker,2022,2,6,18.963
Becker,2022,2,6,18.045
Becker,2022,2,6,18.372
Becker,2022,2,6,19.087
Becker,2022,2,6,19.36
Becker,2022,2,6,19.535
Becker,2022,2,6,19.519
Becker,2022,2,6,19.787
Becker,2022,2,6,19.724
Becker,2022,2,6,17.841
Becker,2022,2,6,16.7
Becker,2022,2,6,14.846
Becker,2022,2,6,13.676
Becker,2022,2,6,13.208
Becker,2022,2,6,12.47
Becker,2022,2,6,11.57
Becker,2022,2,6,11.012
Becker,2022,2,6,9.158
Becker,2022,2,6,7.7
Becker,2022,2,6,6.62
Becker,2022,2,6,5.468
Becker,2022,2,6,3.758
Becker,2022,2,6,2.516
Becker,2022,2,6,0.626
Becker,2022,2,7,-0.526
Becker,2022,2,7,-0.922
Becker,2022,2,7,-3.154
Becker,2022,2,7,-2.866
Becker,2022,2,7,-2.974
Becker,2022,2,7,-5.728
Becker,2022,2,7,-5.278
Becker,2022,2,7,-4.342
Becker,2022,2,7,-0.688
Becker,2022,2,7,2.246
Becker,2022,2,7,6.224
Becker,2022,2,7,9.356
Becker,2022,2,7,11.822
Becker,2022,2,7,14.504
Becker,2022,2,7,16.556
Becker,2022,2,7,17.956
Becker,2022,2,7,18.403
Becker,2022,2,7,17.384
Becker,2022,2,7,15.62
Becker,2022,2,7,14.756
